service_date,mode,route_or_line,total_monthly_weekday_ridership,average_monthly_weekday_ridersh,countofdates_weekday,total_monthly_ridership,average_monthly_ridership,countofdates,ObjectId
2018/07/01 04:00:00+00,Commuter Rail,Commuter Rail,2540486,120976,21,2583913,83352,31,336
2018/07/01 04:00:00+00,Rail,Green Line,3793195,180628,21,4806668,155054,31,337
2018/07/01 04:00:00+00,Rail,Orange Line,4165305,198348,21,5029552,162244,31,338
2018/07/01 04:00:00+00,Rail,Red Line,5084403,242114,21,6162527,198791,31,339
2018/07/01 04:00:00+00,Bus,Silver Line,789278,37585,21,992776,32025,31,340
2018/07/01 04:00:00+00,The RIDE,The RIDE,129523,6168,21,157641,5085,31,341
2018/08/01 04:00:00+00,Rail,Blue Line,1518965,66042,23,1823972,58838,31,342
2018/08/01 04:00:00+00,Ferry,Boat-F1,83211,3618,23,,,31,343
2018/08/01 04:00:00+00,Ferry,Boat-F3,43039,1871,23,,,31,344
2018/08/01 04:00:00+00,Ferry,Boat-F4,37331,1623,23,,,31,345
2018/08/01 04:00:00+00,Bus,Bus,7694136,334528,23,8799709,283861,31,346
2018/08/01 04:00:00+00,Commuter Rail,Commuter Rail,2781155,120920,23,2728907,88029,31,347
2018/08/01 04:00:00+00,Rail,Green Line,3935606,171113,23,4725616,152439,31,348
2018/08/01 04:00:00+00,Rail,Orange Line,4413264,191881,23,5057984,163161,31,349
2018/08/01 04:00:00+00,Rail,Red Line,5389633,234332,23,6203692,200119,31,350
2018/08/01 04:00:00+00,Bus,Silver Line,859520,37370,23,1030473,33241,31,351
2018/08/01 04:00:00+00,The RIDE,The RIDE,140750,6120,23,164388,5303,31,352
2018/09/01 04:00:00+00,Rail,Blue Line,1316781,69304,19,1758284,58609,30,353
2018/09/01 04:00:00+00,Ferry,Boat-F1,68746,3618,19,,,30,354
2018/09/01 04:00:00+00,Ferry,Boat-F3,24237,1276,19,,,30,355
2018/09/01 04:00:00+00,Ferry,Boat-F4,21562,1135,19,,,30,356
2018/09/01 04:00:00+00,Bus,Bus,7063597,371768,19,8712407,290414,30,357
2018/09/01 04:00:00+00,Commuter Rail,Commuter Rail,2296199,120853,19,2368814,78960,30,358
2018/09/01 04:00:00+00,Rail,Green Line,3732942,196471,19,5044283,168143,30,359
2018/09/01 04:00:00+00,Rail,Orange Line,4010994,211105,19,4949573,164986,30,360
2018/09/01 04:00:00+00,Rail,Red Line,4836494,254552,19,6061723,202057,30,361
2018/09/01 04:00:00+00,Bus,Silver Line,703816,37043,19,933496,31117,30,362
2018/09/01 04:00:00+00,The RIDE,The RIDE,119784,6304,19,152111,5070,30,363
2018/10/01 04:00:00+00,Rail,Blue Line,1602964,69694,23,1900843,61318,31,364
2018/10/01 04:00:00+00,Ferry,Boat-F1,82206,3574,23,,,31,365
2018/10/01 04:00:00+00,Ferry,Boat-F3,27255,1185,23,,,31,366
2018/10/01 04:00:00+00,Ferry,Boat-F4,24033,1045,23,,,31,367
2018/10/01 04:00:00+00,Bus,Bus,8555318,371970,23,9665944,311805,31,368
2018/10/01 04:00:00+00,Commuter Rail,Commuter Rail,2800712,121770,23,2822675,91054,31,369
2018/10/01 04:00:00+00,Rail,Green Line,4562420,198366,23,5489952,177095,31,370
2018/10/01 04:00:00+00,Rail,Orange Line,4940089,214786,23,5581553,180050,31,371
2018/10/01 04:00:00+00,Rail,Red Line,5927558,257720,23,6815130,219843,31,372
2018/10/01 04:00:00+00,Bus,Silver Line,879936,38258,23,1032751,33315,31,373
2018/10/01 04:00:00+00,The RIDE,The RIDE,144156,6268,23,167413,5400,31,374
2018/11/01 04:00:00+00,Rail,Blue Line,1364516,64977,21,1658350,55278,30,375
2018/11/01 04:00:00+00,Ferry,Boat-F1,68740,3273,21,,,30,376
2018/11/01 04:00:00+00,Ferry,Boat-F3,21089,1004,21,,,30,377
2018/11/01 04:00:00+00,Ferry,Boat-F4,13990,666,21,,,30,378
2018/11/01 04:00:00+00,Bus,Bus,7395071,352146,21,8531719,284390,30,379
2018/11/01 04:00:00+00,Commuter Rail,Commuter Rail,2547322,121301,21,2593497,86450,30,380
2018/11/01 04:00:00+00,Rail,Green Line,3812025,181525,21,4662147,155405,30,381
2018/11/01 04:00:00+00,Rail,Orange Line,4236738,201749,21,4950758,165025,30,382
2018/11/01 04:00:00+00,Rail,Red Line,5058854,240898,21,5873703,195790,30,383
2018/11/01 04:00:00+00,Bus,Silver Line,798509,38024,21,965165,32172,30,384
2018/11/01 04:00:00+00,The RIDE,The RIDE,126859,6041,21,157104,5237,30,385
2018/12/01 05:00:00+00,Rail,Blue Line,1190475,59524,20,1534083,49487,31,386
2018/12/01 05:00:00+00,Ferry,Boat-F1,56588,2829,20,,,31,387
2018/12/01 05:00:00+00,Ferry,Boat-F3,19336,967,20,,,31,388
2018/12/01 05:00:00+00,Ferry,Boat-F4,10844,542,20,,,31,389
2018/12/01 05:00:00+00,Bus,Bus,6422324,321116,20,7813360,252043,31,390
2018/12/01 05:00:00+00,Commuter Rail,Commuter Rail,2424940,121247,20,2503021,80743,31,391
2018/12/01 05:00:00+00,Rail,Green Line,3209733,160487,20,4152169,133941,31,392
2018/12/01 05:00:00+00,Rail,Orange Line,3601483,180074,20,4457194,143780,31,393
2018/12/01 05:00:00+00,Rail,Red Line,4254143,212707,20,5217431,168304,31,394
2018/12/01 05:00:00+00,Bus,Silver Line,659333,32967,20,848093,27358,31,395
2018/12/01 05:00:00+00,The RIDE,The RIDE,118195,5910,20,150696,4861,31,396
2019/01/01 05:00:00+00,Rail,Blue Line,1278062,60860,21,1606484,51822,31,397
2019/01/01 05:00:00+00,Ferry,Boat-F1,69315,3151,22,,,31,398
2019/01/01 05:00:00+00,Ferry,Boat-F3,19907,905,22,,,31,399
2019/01/01 05:00:00+00,Ferry,Boat-F4,11009,500,22,,,31,400
2019/11/01 04:00:00+00,Bus,Bus,7075494,353775,20,8527062,284235,30,401
2019/01/01 05:00:00+00,Bus,Bus,7046952,335569,21,8251367,266173,31,402
2019/11/01 04:00:00+00,Commuter Rail,Commuter Rail,2456552,116978,21,2797188,93240,30,403
2019/01/01 05:00:00+00,Commuter Rail,Commuter Rail,2540240,120964,21,2705418,87272,31,404
2020/03/01 05:00:00+00,Bus,Silver Line,479125,21778,22,592061,19099,31,405
2019/11/01 04:00:00+00,Rail,Green Line,4023473,201174,20,4941037,164701,30,406
2019/06/01 04:00:00+00,Ferry,Boat-F3,30727,1463,20,,,30,407
2019/01/01 05:00:00+00,Rail,Green Line,3495904,166472,21,4395592,141793,31,408
2020/03/01 05:00:00+00,The RIDE,The RIDE,73933,3360,22,67365,2173,31,409
2019/11/01 04:00:00+00,Rail,Orange Line,4236703,211835,20,4749589,158320,30,410
2019/06/01 04:00:00+00,Ferry,Boat-F4,28041,1402,20,,,30,411
2019/01/01 05:00:00+00,Rail,Orange Line,4018095,191338,21,4825535,155662,31,412
2020/04/01 04:00:00+00,Bus,Bus,1695919,77087,22,2115394,2115394,30,413
2019/11/01 04:00:00+00,Rail,Red Line,5192892,259645,20,5915683,197189,30,414
2019/06/01 04:00:00+00,Bus,Bus,6907462,345373,20,8430121,281004,30,415
2019/01/01 05:00:00+00,Rail,Red Line,4756341,226492,21,5696267,183751,31,416
2020/04/01 04:00:00+00,Commuter Rail,Commuter Rail,381717,17350,22,55013,1834,30,417
2019/11/01 04:00:00+00,Bus,Silver Line,829137,41457,20,1024992,34166,30,418
2019/06/01 04:00:00+00,Commuter Rail,Commuter Rail,2550890,121470,21,2465906,82197,30,419
2019/01/01 05:00:00+00,Bus,Silver Line,728626,34696,21,911709,29410,31,420
2020/04/01 04:00:00+00,Rail,Green Line,184043,8366,22,271999,9067,30,421
2019/11/01 04:00:00+00,The RIDE,The RIDE,118482,5924,20,108256,3609,30,422
2019/06/01 04:00:00+00,Rail,Green Line,3537217,176861,20,4475736,149191,30,423
2019/01/01 05:00:00+00,The RIDE,The RIDE,127133,6054,21,150235,4846,31,424
2020/04/01 04:00:00+00,Rail,Orange Line,383577,17435,22,461404,15380,30,425
2019/11/01 04:00:00+00,Rail,Blue Line,1606536,80327,20,1968203,65607,30,426
2019/06/01 04:00:00+00,Rail,Orange Line,4133422,206671,20,5078315,169277,30,427
2019/02/01 05:00:00+00,Rail,Blue Line,1188176,62536,19,1474711,52668,28,428
2020/04/01 04:00:00+00,Rail,Red Line,396676,18031,22,500068,16669,30,429
2019/11/01 04:00:00+00,Ferry,Boat-F1,70434,3521,20,,,30,430
2019/06/01 04:00:00+00,Rail,Red Line,4738628,236931,20,5803112,193437,30,431
2019/02/01 05:00:00+00,Ferry,Boat-F1,61773,3089,20,,,28,432
2020/04/01 04:00:00+00,Bus,Silver Line,172252,7830,22,224480,7483,30,433
2020/04/01 04:00:00+00,The RIDE,The RIDE,22371,1016,22,26954,898,30,434
2020/04/01 04:00:00+00,Rail,Blue Line,167655,7621,22,220949,7365,30,435
2020/04/01 04:00:00+00,Ferry,Boat-F1,0,0,0,,,30,436
2020/04/01 04:00:00+00,Ferry,Boat-F3,0,0,0,,,30,437
2020/04/01 04:00:00+00,Ferry,Boat-F4,0,0,0,,,30,438
2020/05/01 04:00:00+00,Rail,Blue Line,119516,5976,20,196191,6329,31,439
2020/05/01 04:00:00+00,Ferry,Boat-F1,0,0,0,,,31,440
2020/05/01 04:00:00+00,Ferry,Boat-F3,0,0,0,,,31,441
2020/05/01 04:00:00+00,Ferry,Boat-F4,0,0,0,,,31,442
2020/05/01 04:00:00+00,Bus,Bus,1889807,94490,20,2597139,2597139,31,443
2020/05/01 04:00:00+00,Commuter Rail,Commuter Rail,365837,17420,21,62083,2003,31,444
2020/05/01 04:00:00+00,Rail,Green Line,207563,10378,20,444155,14328,31,445
2020/05/01 04:00:00+00,Rail,Orange Line,408104,20405,20,545369,17593,31,446
2020/05/01 04:00:00+00,Rail,Red Line,429280,21464,20,616338,19882,31,447
2020/05/01 04:00:00+00,Bus,Silver Line,186356,9318,20,268072,8647,31,448
2020/05/01 04:00:00+00,The RIDE,The RIDE,25153,1198,21,35627,1149,31,449
2020/06/01 04:00:00+00,Rail,Blue Line,336582,15299,22,420086,14003,30,450
2020/06/01 04:00:00+00,Ferry,Boat-F1,859,122,7,,,30,451
2020/06/01 04:00:00+00,Ferry,Boat-F3,751,107,7,,,30,452
2020/06/01 04:00:00+00,Ferry,Boat-F4,1089,155,7,,,30,453
2020/06/01 04:00:00+00,Bus,Bus,2658286,120831,22,3333640,3333640,30,454
2020/06/01 04:00:00+00,Commuter Rail,Commuter Rail,541186,24599,22,119415,3981,30,455
2020/06/01 04:00:00+00,Rail,Green Line,344936,15679,22,429342,14311,30,456
2020/06/01 04:00:00+00,Rail,Orange Line,717108,32596,22,878741,29291,30,457
2020/06/01 04:00:00+00,Rail,Red Line,706052,32093,22,863898,28797,30,458
2020/06/01 04:00:00+00,Bus,Silver Line,251742,11443,22,322397,10747,30,459
2020/06/01 04:00:00+00,The RIDE,The RIDE,38247,1739,22,52195,1740,30,460
2020/07/01 04:00:00+00,Rail,Blue Line,485321,21101,23,603407,19465,31,461
2020/07/01 04:00:00+00,Ferry,Boat-F1,4514,196,23,,,31,462
2020/07/01 04:00:00+00,Ferry,Boat-F3,3783,164,23,,,31,463
2020/07/01 04:00:00+00,Ferry,Boat-F4,6745,293,23,,,31,464
2020/07/01 04:00:00+00,Bus,Bus,3063900,139268,22,3913149,3913149,31,465
2020/07/01 04:00:00+00,Commuter Rail,Commuter Rail,698344,30362,23,273907,8836,31,466
2020/07/01 04:00:00+00,Rail,Green Line,535561,23285,23,686530,22146,31,467
2020/07/01 04:00:00+00,Rail,Orange Line,982593,42721,23,1190646,38408,31,468
2020/07/01 04:00:00+00,Rail,Red Line,994898,43256,23,1197791,38638,31,469
2020/07/01 04:00:00+00,Bus,Silver Line,297525,13524,22,393234,12685,31,470
2020/07/01 04:00:00+00,The RIDE,The RIDE,43597,1896,23,60480,1951,31,471
2020/08/01 04:00:00+00,Rail,Blue Line,490985,23380,21,576176,18586,31,472
2020/08/01 04:00:00+00,Ferry,Boat-F1,5479,260,21,,,31,473
2020/08/01 04:00:00+00,Ferry,Boat-F3,7883,375,21,,,31,474
2020/08/01 04:00:00+00,Ferry,Boat-F4,4957,236,21,,,31,475
2020/08/01 04:00:00+00,Bus,Bus,2937395,139876,21,3843412,123981,31,476
2020/08/01 04:00:00+00,Commuter Rail,Commuter Rail,646687,32334,20,308476,9951,31,477
2020/08/01 04:00:00+00,Rail,Green Line,648443,30878,21,886645,28601,31,478
2019/02/01 05:00:00+00,Ferry,Boat-F3,19361,968,20,,,28,479
2019/02/01 05:00:00+00,Ferry,Boat-F4,11162,558,20,,,28,480
2019/02/01 05:00:00+00,Bus,Bus,6490208,341590,19,7725803,275922,28,481
